"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1337","@RazdanNidhi Ndtv does exclusive interviews with likes of kanaihya kumar umar Khalid arvind kejriwal but somehow th… https://t.co/au201wESqS",FALSE,0,"RazdanNidhi",2017-05-23 14:46:26,TRUE,"866990794065952768","867028955089567744","3184454384","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","malhotras09",0,FALSE,FALSE,NA,NA
"1338","RT @RSS_org_: Indian Army strikes Pakistan posts along LoC in J&amp;K Naushera. Army also releases video of assault, for Politicians like Kejri…",FALSE,0,NA,2017-05-23 14:46:24,FALSE,NA,"867028946449203201",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnupamSharmaAdv",10,TRUE,FALSE,NA,NA
"1339","RT @SirJadeja: This Time #IndianArmy Took Video Of #SurgicalStrike Just In Case Kejriwal &amp; Gang Demand Any Proof. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B3> #Nowshera
 
 https://…",FALSE,0,NA,2017-05-23 14:46:23,FALSE,NA,"867028944150642688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Amruth_R0907",686,TRUE,FALSE,NA,NA
"1340","RT @SirJadeja: This Time #IndianArmy Took Video Of #SurgicalStrike Just In Case Kejriwal &amp; Gang Demand Any Proof. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B3> #Nowshera
 
 https://…",FALSE,0,NA,2017-05-23 14:46:21,FALSE,NA,"867028934575116288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","srivatsachamp",686,TRUE,FALSE,NA,NA
"1341","RT @AAPInNews: Delhi CM Arvind Kejriwal to hold dialogue with farmers from outer Delhi villages regarding land-pooling policy https://t.co/…",FALSE,0,NA,2017-05-23 14:46:14,FALSE,NA,"867028906951532545",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MadhavPagare",15,TRUE,FALSE,NA,NA
"1342","RT @SirJadeja: This Time #IndianArmy Took Video Of #SurgicalStrike Just In Case Kejriwal &amp; Gang Demand Any Proof. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B3> #Nowshera
 
 https://…",FALSE,0,NA,2017-05-23 14:46:10,FALSE,NA,"867028891092664321",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ruchitdarji",686,TRUE,FALSE,NA,NA
"1343","The great Kejriwal. The One and only Joker. I hope he provides video proof of his visits at-least https://t.co/Tew0OpgdBu",FALSE,0,NA,2017-05-23 14:46:06,FALSE,NA,"867028871425781760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","snswaraj",1,FALSE,FALSE,NA,NA
"1344","RT @SirJadeja: This Time #IndianArmy Took Video Of #SurgicalStrike Just In Case Kejriwal &amp; Gang Demand Any Proof. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B3> #Nowshera
 
 https://…",FALSE,0,NA,2017-05-23 14:45:47,FALSE,NA,"867028791033384961",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prateek050887",686,TRUE,FALSE,NA,NA
"1345","RT @SirJadeja: This Time #IndianArmy Took Video Of #SurgicalStrike Just In Case Kejriwal &amp; Gang Demand Any Proof. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B3> #Nowshera
 
 https://…",FALSE,0,NA,2017-05-23 14:45:28,FALSE,NA,"867028714718085120",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","paperboatt",686,TRUE,FALSE,NA,NA
"1346","RT @RepubIicofIndia: Ppl like Arvind Kejriwal &amp; Sanjay Nirupam questioned the Surgical Strike last time.This time Army has Proof for them #…",FALSE,0,NA,2017-05-23 14:45:28,FALSE,NA,"867028712381927424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mzanpure",159,TRUE,FALSE,NA,NA
"1347","RT @MajorPoonia: Army recorded proofs for #Kejriwal Ji/ Sanjay Nirupam Ji !
#IndianArmyHitsback on terror launch pads across LoC in Nowsher…",FALSE,0,NA,2017-05-23 14:45:21,FALSE,NA,"867028683113996289",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Whisqiya",337,TRUE,FALSE,NA,NA
"1348","RT @SirJadeja: This Time #IndianArmy Took Video Of #SurgicalStrike Just In Case Kejriwal &amp; Gang Demand Any Proof. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B3> #Nowshera
 
 https://…",FALSE,0,NA,2017-05-23 14:45:20,FALSE,NA,"867028677938135040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ZalaYogendra1",686,TRUE,FALSE,NA,NA
"1349","RT @bhaiyyajispeaks: So now when army has given proof of their bravery, what else Arvind Kejriwal &amp; Liberal company wants? Print out of nuc…",FALSE,0,NA,2017-05-23 14:45:15,FALSE,NA,"867028657952276481",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","abhi_meteor",148,TRUE,FALSE,NA,NA
"1350","RT @IShefali7: Delhi CM Arvind Kejriwal to hold dialogue with farmers from outer Delhi villages regarding land-pooling policy https://t.co/…",FALSE,0,NA,2017-05-23 14:45:06,FALSE,NA,"867028619583000576",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","gohanvsrohan",2,TRUE,FALSE,NA,NA
"1351","RT @MajorPoonia: Army recorded proofs for #Kejriwal Ji/ Sanjay Nirupam Ji !
#IndianArmyHitsback on terror launch pads across LoC in Nowsher…",FALSE,0,NA,2017-05-23 14:44:50,FALSE,NA,"867028552679661568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ashishK73762819",337,TRUE,FALSE,NA,NA
"1352","RT @SirJadeja: This Time #IndianArmy Took Video Of #SurgicalStrike Just In Case Kejriwal &amp; Gang Demand Any Proof. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B3> #Nowshera
 
 https://…",FALSE,0,NA,2017-05-23 14:44:42,FALSE,NA,"867028522329681922",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KaranAdhana1",686,TRUE,FALSE,NA,NA
"1353","RT @MSBadrinarayan: Well sd @Arvind_Kejriwal Thats y @KapilMishraAAP demanding lie detector testTruth will triumph immediately @TimesNow @r…",FALSE,0,NA,2017-05-23 14:44:36,FALSE,NA,"867028493070192644",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AmeliaC57172943",1,TRUE,FALSE,NA,NA
"1354","RT @SirJadeja: This Time #IndianArmy Took Video Of #SurgicalStrike Just In Case Kejriwal &amp; Gang Demand Any Proof. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B3> #Nowshera
 
 https://…",FALSE,0,NA,2017-05-23 14:44:25,FALSE,NA,"867028450053369857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Karthik6139",686,TRUE,FALSE,NA,NA
"1355","RT @SirJadeja: This Time #IndianArmy Took Video Of #SurgicalStrike Just In Case Kejriwal &amp; Gang Demand Any Proof. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B3> #Nowshera
 
 https://…",FALSE,0,NA,2017-05-23 14:44:09,FALSE,NA,"867028380104802306",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iJoshi90",686,TRUE,FALSE,NA,NA
"1356","RT @Akshay1Malhotra: MUST WATCH

Arvind Kejriwal full speech about Kapil's allegations &amp; EVM at AAP Delhi State convention

SPREAD MAX

htt…",FALSE,0,NA,2017-05-23 14:44:09,FALSE,NA,"867028379958202368",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","AshishAlove",606,TRUE,FALSE,NA,NA
"1357","@vinodkapri :p
Seems like kejriwal occasionally take inspiration from Padosi Haryanvi CM 
Even he did similar but he posted date as well",FALSE,1,"vinodkapri",2017-05-23 14:44:05,FALSE,"867027491654737920","867028364409806848","160588215","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdaffan_",0,FALSE,FALSE,NA,NA
"1358","RT @MajorPoonia: Army recorded proofs for #Kejriwal Ji/ Sanjay Nirupam Ji !
#IndianArmyHitsback on terror launch pads across LoC in Nowsher…",FALSE,0,NA,2017-05-23 14:43:46,FALSE,NA,"867028286152491008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","monty_chadha",337,TRUE,FALSE,NA,NA
"1359","@vinodkapri Sir, by such tweet kejriwal ensured that hospital officials remain alert as surprise check can happen.… https://t.co/PurgfZmnTf",FALSE,1,"vinodkapri",2017-05-23 14:43:34,TRUE,"867027491654737920","867028236135530498","160588215","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","ikunalbarjatya",0,FALSE,FALSE,NA,NA
"1360","RT @MajorPoonia: Army recorded proofs for #Kejriwal Ji/ Sanjay Nirupam Ji !
#IndianArmyHitsback on terror launch pads across LoC in Nowsher…",FALSE,0,NA,2017-05-23 14:43:16,FALSE,NA,"867028158570274816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","drpalaskar",337,TRUE,FALSE,NA,NA
"1361","RT @MajorPoonia: Army recorded proofs for #Kejriwal Ji/ Sanjay Nirupam Ji !
#IndianArmyHitsback on terror launch pads across LoC in Nowsher…",FALSE,0,NA,2017-05-23 14:42:57,FALSE,NA,"867028081730629632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ashutosh_akm",337,TRUE,FALSE,NA,NA
"1362","RT @MajorPoonia: Army recorded proofs for #Kejriwal Ji/ Sanjay Nirupam Ji !
#IndianArmyHitsback on terror launch pads across LoC in Nowsher…",FALSE,0,NA,2017-05-23 14:42:57,FALSE,NA,"867028078165467136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cpraghav",337,TRUE,FALSE,NA,NA
